DATE,PRCP,TAVG,TMAX,TMIN
2023-01-01,0.0,0.0,7.222222222222222,
2023-01-02,0.0,0.0,5.555555555555555,
2023-01-03,0.0,0.0,,
2023-01-04,0.0,1.1111111111111112,8.333333333333334,
2023-01-05,0.0,2.7777777777777777,8.333333333333334,
2023-01-06,0.0,3.3333333333333335,8.88888888888889,
2023-01-07,0.0,6.111111111111111,,
2023-01-08,0.0,5.555555555555555,,
2023-01-09,0.0,1.6666666666666667,10.555555555555555,
2023-01-10,0.0,0.5555555555555556,7.777777777777778,
2023-01-11,0.0,6.666666666666667,,
2023-01-12,0.15,9.444444444444445,,4.444444444444445
2023-01-13,0.0,3.888888888888889,10.555555555555555,
2023-01-14,0.0,-4.444444444444445,7.222222222222222,
2023-01-15,0.0,-5.0,-1.1111111111111112,
2023-01-16,0.0,-1.6666666666666667,,
2023-01-17,0.0,-0.5555555555555556,,
2023-01-18,0.0,0.5555555555555556,,
2023-01-19,0.0,2.7777777777777777,,
2023-01-20,0.0,-2.7777777777777777,8.88888888888889,
2023-01-21,0.0,3.3333333333333335,,
2023-01-22,0.0,3.3333333333333335,,
2023-01-23,0.0,-6.111111111111111,7.777777777777778,
2023-01-24,0.0,-10.555555555555555,-0.5555555555555556,
2023-01-25,0.0,-4.444444444444445,,-11.666666666666666
2023-01-26,0.0,-3.888888888888889,,
2023-01-27,0.0,-4.444444444444445,,
2023-01-28,0.0,-1.1111111111111112,,
2023-01-29,0.0,1.6666666666666667,,
2023-01-30,0.0,3.3333333333333335,,
2023-01-31,0.0,5.0,,
2023-02-01,0.0,0.0,10.0,
2023-02-02,0.0,0.0,3.3333333333333335,
2023-02-03,0.0,1.1111111111111112,,
2023-02-04,0.0,2.7777777777777777,,
2023-02-05,0.0,4.444444444444445,,
2023-02-06,0.0,4.444444444444445,,
2023-02-07,0.0,1.6666666666666667,8.88888888888889,
2023-02-08,0.0,2.7777777777777777,,
2023-02-09,0.0,3.3333333333333335,7.222222222222222,0.5555555555555556
2023-02-10,0.0,3.888888888888889,7.777777777777778,
2023-02-11,0.0,4.444444444444445,,
2023-02-12,0.25,2.7777777777777777,7.777777777777778,
2023-02-13,0.0,-0.5555555555555556,5.0,
2023-02-14,0.0,0.0,5.0,
2023-02-15,0.0,-1.1111111111111112,5.0,
2023-02-16,0.0,4.444444444444445,,
2023-02-17,0.0,6.111111111111111,,0.0
2023-02-18,0.0,5.555555555555555,,
2023-02-19,0.0,3.3333333333333335,10.0,
2023-02-20,0.0,1.6666666666666667,8.88888888888889,
2023-02-21,0.0,0.5555555555555556,7.222222222222222,
2023-02-22,0.0,1.6666666666666667,,
2023-02-23,0.0,4.444444444444445,,
2023-02-24,0.0,1.6666666666666667,,
2023-02-25,0.0,1.1111111111111112,7.777777777777778,
2023-02-26,0.0,3.3333333333333335,,
2023-02-27,0.0,5.0,,
2023-02-28,0.0,5.555555555555555,,
2023-03-01,0.0,4.444444444444445,,
2023-03-02,0.0,5.555555555555555,12.222222222222221,
2023-03-03,0.0,7.222222222222222,,
2023-03-04,0.0,8.88888888888889,,5.555555555555555
2023-03-05,0.0,8.333333333333334,,
2023-03-06,0.0,8.88888888888889,,
2023-03-07,0.0,12.222222222222221,,
2023-03-08,0.0,9.444444444444445,22.22222222222222,
2023-03-09,0.0,11.11111111111111,22.22222222222222,
2023-03-10,0.0,15.555555555555555,,10.0
2023-03-11,0.0,9.444444444444445,17.22222222222222,
2023-03-12,0.0,4.444444444444445,15.0,
2023-03-13,0.0,10.555555555555555,,3.3333333333333335
2023-03-14,0.0,10.555555555555555,,6.111111111111111
2023-03-15,0.0,6.111111111111111,,
2023-03-16,0.0,6.666666666666667,10.0,
2023-03-17,0.0,5.555555555555555,,
2023-03-18,0.0,7.777777777777778,,
2023-03-19,0.0,9.444444444444445,,
2023-03-20,0.0,8.88888888888889,13.333333333333334,
2023-03-21,0.0,10.555555555555555,,7.222222222222222
2023-03-22,0.43,9.444444444444445,11.666666666666666,
2023-03-23,0.0,10.0,16.11111111111111,
2023-03-24,0.0,6.666666666666667,16.11111111111111,
2023-03-25,0.0,8.333333333333334,,
2023-03-26,0.0,8.333333333333334,,
2023-03-27,0.0,11.11111111111111,,
2023-03-28,0.0,11.666666666666666,,7.777777777777778
2023-03-29,0.0,12.222222222222221,,
2023-03-30,0.0,11.666666666666666,,
2023-03-31,0.0,12.777777777777779,,
2023-04-01,0.0,13.333333333333334,,
2023-04-02,0.0,14.444444444444445,,
2023-04-03,0.0,13.88888888888889,18.333333333333332,11.666666666666666
2023-04-04,,11.11111111111111,,
2023-04-05,0.0,7.222222222222222,12.777777777777779,
2023-04-06,0.0,10.0,,6.666666666666667
2023-04-07,0.0,10.0,13.88888888888889,
2023-04-08,0.0,13.333333333333334,,8.333333333333334
2023-04-09,0.0,13.333333333333334,,9.444444444444445
2023-04-10,0.0,16.11111111111111,,10.555555555555555
2023-04-11,0.0,13.88888888888889,,
2023-04-12,0.0,14.444444444444445,,10.0
2023-04-13,0.0,14.444444444444445,,10.555555555555555
2023-04-14,0.0,12.777777777777779,,
2023-04-15,0.19,13.88888888888889,,
2023-04-16,0.0,14.444444444444445,20.0,10.0
2023-04-17,0.0,14.444444444444445,19.444444444444443,11.666666666666666
2023-04-18,0.0,16.11111111111111,,
2023-04-19,0.0,13.333333333333334,21.666666666666668,10.0
2023-04-20,0.0,16.11111111111111,,10.0
2023-04-21,0.0,14.444444444444445,,10.555555555555555
2023-04-22,0.19,12.777777777777779,19.444444444444443,
2023-04-23,0.02,13.333333333333334,17.22222222222222,8.333333333333334
2023-04-24,0.0,13.333333333333334,,
2023-04-25,0.0,12.777777777777779,,
2023-04-26,0.0,13.333333333333334,,10.0
2023-04-27,0.0,14.444444444444445,,10.555555555555555
2023-04-28,0.13,15.0,,11.666666666666666
2023-04-29,0.0,15.0,,
2023-04-30,0.0,16.666666666666668,23.333333333333332,
2023-05-01,0.0,17.22222222222222,23.333333333333332,11.666666666666666
2023-05-02,0.0,16.666666666666668,,13.88888888888889
2023-05-03,0.24,16.11111111111111,,13.333333333333334
2023-05-04,0.28,15.555555555555555,16.666666666666668,13.333333333333334
2023-05-05,0.0,14.444444444444445,16.11111111111111,
2023-05-06,0.0,16.666666666666668,22.22222222222222,12.222222222222221
2023-05-07,0.0,16.666666666666668,,
2023-05-08,0.0,17.77777777777778,,
2023-05-09,0.0,19.444444444444443,26.666666666666668,
2023-05-10,0.0,18.88888888888889,,
2023-05-11,0.0,20.0,,15.0
2023-05-12,0.02,18.88888888888889,,14.444444444444445
2023-05-13,0.0,18.88888888888889,,14.444444444444445
2023-05-14,0.0,20.0,,14.444444444444445
2023-05-15,0.0,24.444444444444443,,16.666666666666668
2023-05-16,0.0,22.22222222222222,,18.333333333333332
2023-05-17,0.0,20.0,,16.11111111111111
2023-05-18,0.0,18.333333333333332,,
2023-05-19,0.0,20.0,,15.555555555555555
2023-05-20,0.0,21.666666666666668,,16.11111111111111
2023-05-21,0.02,18.333333333333332,21.666666666666668,
2023-05-22,0.0,20.555555555555557,,
2023-05-23,0.0,23.333333333333332,29.444444444444443,16.666666666666668
2023-05-24,0.0,20.0,29.444444444444443,
2023-05-25,0.0,18.333333333333332,23.333333333333332,15.555555555555555
2023-05-26,0.0,20.0,,16.666666666666668
2023-05-27,0.02,20.555555555555557,,17.22222222222222
